conversation_id,clean_text,cluster
2133370,"had a situation where my sister credit card was charged for my annual fee for prime, wondering if she can get her money back?",17
2133381,What's the point in ordering games for release-day delivery nearly 2 months in advance when you can't honour that preorder? Useless,12
2133386,Beautifully put .Finaly some1 depictd diwali in its true spirit n no pollution brouhaha #HappyDiwali to all,0
2133395,"very very disappointed with amazon service, never ever buy products from amazon",0
2133402,is anyone else still awaiting their confirmation email???,14
2135531,When just fucked me for class because my textbook won't be her until next week when it should've been delivered today 🙃,10
2135539,does this come with international warrant? and valid in INDIA?,18
2135543,"Hiya received a DVD in the post from you, did not order it, not been charged-how do i send back? thanks :)",0
2135550,"I was literally so surprised that I had to check to see if I had forgotten what day it was. , a week from today isn't Free Two Day Shipping.",8
2135552,"...Ordered for contact lenses, instead received Terbinafine Tablets. Very disappointed at Amazon service. Second issue in 1 month.",0
2135559,"dear amazon, is the McBook Air 2017 ( cost - 56000) available through the Bajaj EMilI card?",21
2135563,"please can you tell me what’s happening with my prime order, tracking has not updated and there’s no info on DPD For my ref",0
2135575,"stop cheating with customers. Refund my payment for order I'd 408-9976058-0017938, no courier delivered till date.",21
2135583,thanks,0
2135586,"I dont see myself continuing my prime membership if you guys continue delivering through #AMZL. There’s always some drama. Now, I have 3 shipments lost due to incompetant drivers.",0
2135590,I'm a prime member. I was wondering if the prime music and videos will work while I'm abroad? I'll be traveling to South Korea.,0
2135602,Hypomania; very helpful when you're waiting on the Amazon delivery..... 36 hours and counting,9
2135604,"my order has not yet arrived, says dispatched and should have arrived 06/11/17...can you help please?",15
2135609,"I'm glad it's #SonicForces for #NintendoSwitch that failed to deliver on release day, and not a game I'm actually excited about.",0
2135614,"The low-rent fucks use for delivery fucking blow. Left a door code, got ONE call from a Washington area code without a message and then an e-mail saying they tried but I wasn't available. Ran down to try to catch them and already gone. When do we get drone delivery?",2
2135616,". I purchased #CODWWII from you, the game has been broken since launch, how do I apply for a refund on a digital order? Thank you.",0
2135620,2/2 Spoke with 4 different agents / supervisor and the last agent by name Nikita from the furniture department disconnected the call. Order no : 408-1885702-9895539,21
2135623,absolutely disgusted with your service. Customer service takes back seat in India as usual.yall have managed breach of terms,6
2135629,Caught on #NestCam Amazon delivery driver throws my delivery 10ft and into the bushes. real nice.,2
2135634,Why do your prime items show 2-day shipping and then got to 4 or 5 days once the order is placed? That’s false advertising!!,8
2135638,The Prime membership that should have come with never came/got activated. Spoke to CS once; promised a call back. Never happened. Had to call finally. Not resolved still.,16
2135640,"I bought a TV (TCL 139.7 cm (55 inches) L55P2MUS from Amzon. Amazon suppose to give 24 inch TV as a bundle offer, i following up with them since Sept 20th, Not received any fruitful answer, Everytime asking 3/4 days after that no response. Amazon cheating people",0
2135642,have purchased a fire stick and not working after using for 25 days...to replace it u will take 50 days..not expected from a global company like this,5
2135644,Hey . I really want to buy the echo. Could you please replace Ola with Uber. Thanks.,18
2135646,"useless delivery service, of no ones in, leave it with a fucking neighbour you useless pricks, fuck off beyond belief considering it’s already taken 3 days, why the fuck do I even bother paying for prime #cunts",5
2135648,Hello. I received an email saying that I’m going to be charged for an item that I returned and has been marked as delivered by UPS.,14
2135650,I need to transfer money from Amazon pay to my bank account. Kindly help me..,17
2135653,"Unable to find how to report a film with the wrong audio track (german when supposed to be english) on prime video... also need a refund, but because it has started streaming I don't see those options. #help #prime #video",15
2135655,"First time your delivery service delivers my package, it's late. Two days late so far.. with no new tracking info. Very disappointed",5
2135664,"from what is normally amazing service over the past couple of years I really can't believe the delays incurred with my current order. Meant to be delivered Sunday, now today but not yet delivered??",24
2135680,"excitement when Amazon alerts you purchase is incoming...only to discover it's be shipped via Intelcom...bummer, smashed &amp; late.",0
2135726,". omg- one of my orders is late &amp; now I can't contact the seller, what do I do?!",23
2135744,"Just got this email (11/20) Way to go, !",14
2135749,You all probs know this but customer service is horrendous. Someone hacked my account MONTHS ago and they still haven’t deactivated the account or done anything to help despite my several calls #rage #cantevenusemyprimesubscription,3
2135755,"Dear please don’t sell the products u can’t deliver, u delayed our current order mentioning ‘external factors’ and cancelled the last one mentioning some other lame excuse #AmazonIndiaDownfall 👎",11
2135763,Since when started to charge more than MRP? There are so many complaints about same query on this product. That MRP is old. When manufacturer lowers a price that means retailer has to lower the price as well.,0
2135765,"The app shows that my package was delivered yesterday, yet here I am without said package.",22
2135769,Jfc this is not okay. First the GUARANTEED delivery date wasn't accurate. Then it got sent to the wrong post office?!,2
2135773,What’s up with Amazon Prime delivery? It’s a 50/50 shot that their packages are delivered on time these days. Maybe time to go back to bricks and mortar stores...,4
2136169,Package was stolen of front porch and the always amazing came through immediately. Bravo!,22
2136176,Checked my account and all of sudden my prime membership is cancelled,3
2136181,Hey what is the conscripts number for you? I think you guys are scamming me. 👎🏼,0
2136193,Not happytoady stayed athome at day for the package from amazon to be told the tried to deliver poor customer service,6
