conversation_id,customer_message,brand_reply
197745,I have click the link but not shown any reaction when reached the book in my hand.,I'm sorry for the delay. Please visit this link: and we'll be glad to help you. ^SI
197745,this link not found my order status Please help me for this order.,"That's fine, you can skip the reason and proceed with the call back request. ^HA"
197745,Hello where is my product and already late we are missing this book Please help me provide this book.,Sorry to know you haven't received your order. Please arrange a call here: our team will assist you. ^NR
197745,we have no any call receive from your end for my order Please do the action for order or refund my payment.,We do not have access to your account over Twitter. Please fill in your details through the link provided earlier for 1/2 ^KH
197745,Details attached as per your request and request you send me the book ASAP.,Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN
197745,what I can do.,Sorry about the confusion. Please share your details here: and we'll help you with this. ^SQ
197745,Hello team I am still waiting for the book.,"Just to confirm, have you dropped in your details using the link provided by ^SQ ? We'd like to have a look into it. ^AB"
197748,I didn't get my Voucher details and customer care is playing with me by giving different statements. Worst service.,Sorry about that. Kindly drop in your details here: and we'll work on it. ^NS
197748,I have dropped the details. Thanks.,Thanks. We'll check and revert at the earliest. ^HK
197748,Today I got call from Amazon Customer care Executive Sindbad and he promised that I'll get voucher within 48hrs frm d date of my last call.,You can check for the response from our Social Media Team here: . ^CB
197748,Very poor support team from Amazon,Sorry for the trouble. Please revert to the email you've received from us. ^HN
197758,"Hi, I cancelled an order yesterday I have got an email stating that also but I was wondering when I’ll be refunded?",Hi there! The e-mail should explain this. You can also learn more here: ^WJ
197758,"Okay, that does and doesn’t help me i cancelled the item but money was taken from my account. So where do we go from here?",We're happy to look into this for you. Please contact us here: ^LI
197767,i would buy oneplus5 if bajaj emi available...i didnt got that for previous season expecting now,We currently do not have the Bajaj EMI available on the OnePlus 5. You could check for other (1/2) ^VM
197767,Why only 3000 exchange price for #Oneplus3T when trying to buy #OnePlus5 ??,I'll surely pass on your feedback to the concerned team internally. ^HN
197770,thanks to your customer service adviser Roshain really helpful and great manor on the phone,Fantastic! I'm so happy to hear you had a good experience with Roshain. Please let us know if you ever need more help! ^FD
197783,"Your customer service have just been rude and refuse to acknowledge what I'm saying. Please, please help me.","I'm so sorry for your experience! Without giving us any account information, would you tell us what's going on? ^MH"
197783,"The only reason I'm doing this and not my 74 year old gran, is because she can't work technology. Please help.",Please contact us to discuss your options : ^TD
197783,"This is the problem right here. I explain the issue &amp; instead of fixing it, I just get sent the same patronising explanations.","I'm extremely sorry for the poor experience! We strive to provide customers with great prices, and sometimes that...1/2"
197786,"Need help with my order, purchased last Thursday and it has said “shipping soon” for about 4 days now.",I'm sorry for the wait. We ship to meet the delivery date provided to you at check-out. Did we miss our mark? ^CO
197797,2nd order messed up in the space of 2 weeks. Express pre-1pm delivery today only to be told royal mail don't even have it yet!,So sorry about the delay. We do aim to deliver by the delivery date given at the time the order was placed. ^KM
197797,"When you charge £8.98 on a £30 order for pre-1pm next day delivery as a prime member, you should do more than just ""aim""",I'm sorry that didn't arrive! Please reach out to us via phone or chat here: for more assistance. ^TK
197797,"I've already spoken on the phone and had the delivery cost refunded, but you still can't tell me if/when the item will actually arrive 🤦‍♂️",Has your tracking info updated to reflect any new information; delivery date or delay? ^KH
197800,just gone to use Amazon prime and won't deliver until Friday 6th October?,"Hi Karl! Thanks for letting us know about this. When you are placing the order with us, is Friday the only delivery option? ^JD"
197805,"I upgraded shipping and paid a lot of money to get something today, but now you're saying maybe by Friday? What gives?!","I'm terribly sorry for the delay! Has the order officially shipped? If so, who is the carrier? We'd like to help! ^ST"
197805,Carrier is UPS. It shipped and was in my city yesterday but was never delivered. Almost $20 for delayed shipping isn't a good experience,"We'd like to take a closer look at the delivery with you, please reach out to us here: ^NC"
197812,Amazon selling 300cr washing machine for 25k! What an idea to sell product at 99.99995% discount.,"Oh, this looks like a glitch! Thanks for flagging this. Please share the link to this product and we'll have it reviewed. ^MA"
197815,Lulz. I haven't received my parcel yet and are sending someone to collect it from me tomorrow.,That's strange. Please report this here: and we’ll check this out for you. ^NK
197817,"Hi there, a CD I ordered recently has a large crack on the front of it. I was wondering how it can be replaced; not refunded.",I'm sorry your CD arrived with a crack! You can check here: to see what options are available. ^TR
197819,"No #Malayalam movies in your catalog, ?!","Regional languages are an integral part of our content in India. Please stay tuned, we continue to add more languages. ^KS"
